Namespace(arch='vgg_small_1w1a', workers=4, epochs=1000, warm_up_epochs=16, start_epoch=0, batch_size=256, lr=0.1, momentum=0.9, weight_decay=0.0001, num_classes=10, seed=2023, dynamic_range=[0.8, 0.0], resume='', evaluate=False, save_dir='saveModel-002', print_freq=200, save_every=200)
Epoch	train_loss	val_loss	train_acc	val_acc	
0	1.848	1.531	37.853	49.429
1	1.920	1.631	45.272	53.796
2	2.208	2.166	49.744	54.227
3	2.633	2.206	53.193	61.118
4	2.749	2.402	57.366	63.221
5	2.762	2.571	61.292	64.223
6	2.668	2.722	63.482	64.914
7	2.537	2.630	65.373	67.268
8	2.492	2.447	66.619	67.688
9	2.454	2.520	67.210	68.590
10	2.328	2.468	68.179	70.172
11	2.020	1.907	69.830	71.985
12	1.728	1.762	71.442	73.568
13	1.568	1.662	72.013	72.716
14	1.340	1.999	73.620	70.192
15	1.109	1.296	75.054	75.942
16	0.964	1.322	76.496	74.790
17	0.803	0.970	78.173	75.931
18	0.681	0.802	80.102	78.816
19	0.616	0.696	81.214	80.409
20	0.556	0.702	82.544	80.849
21	0.523	0.645	83.153	81.490
22	0.495	0.633	83.816	80.869
23	0.457	0.675	84.619	81.280
24	0.427	0.567	85.529	83.073
25	0.416	0.512	85.793	83.293
26	0.400	0.525	86.166	84.085
27	0.385	0.560	86.695	83.123
28	0.373	0.517	87.190	84.044
29	0.364	0.486	87.404	85.136
30	0.350	0.492	87.845	85.006
31	0.344	0.506	88.039	84.345
32	0.332	0.466	88.385	85.006
33	0.330	0.451	88.530	85.477
34	0.318	0.479	88.838	84.816
35	0.312	0.497	89.026	84.746
36	0.314	0.517	89.085	84.766
37	0.299	0.466	89.453	85.046
38	0.299	0.452	89.631	85.567
39	0.292	0.445	89.744	86.579
40	0.288	0.467	89.862	85.447
41	0.278	0.524	90.329	84.996
42	0.281	0.461	90.122	85.146
43	0.271	0.472	90.561	85.837
44	0.268	0.483	90.557	84.796
45	0.270	0.536	90.359	84.024
46	0.265	0.460	90.617	85.747
47	0.258	0.461	90.905	86.078
48	0.253	0.427	91.116	86.959
49	0.250	0.473	91.250	85.397
50	0.246	0.477	91.322	85.397
51	0.245	0.440	91.332	85.927
52	0.242	0.484	91.406	85.407
53	0.244	0.431	91.318	86.538
54	0.233	0.410	91.717	86.969
55	0.237	0.425	91.681	86.478
56	0.225	0.434	91.931	87.260
57	0.229	0.434	91.985	86.859
58	0.224	0.417	91.901	86.789
59	0.223	0.444	92.153	85.747
60	0.221	0.457	92.167	86.819
61	0.216	0.440	92.288	86.088
62	0.218	0.438	92.284	86.849
63	0.217	0.466	92.302	85.647
64	0.212	0.443	92.474	86.939
65	0.212	0.457	92.460	86.238
66	0.209	0.410	92.568	87.320
67	0.207	0.434	92.686	86.609
68	0.201	0.416	92.855	87.129
69	0.199	0.421	92.905	87.029
70	0.201	0.435	92.893	86.909
71	0.195	0.409	93.069	87.290
72	0.196	0.461	93.027	86.749
73	0.189	0.408	93.271	87.099
74	0.197	0.417	92.991	87.540
75	0.190	0.426	93.205	87.760
76	0.192	0.409	93.113	87.129
77	0.189	0.419	93.247	87.009
78	0.187	0.410	93.273	87.029
79	0.183	0.457	93.528	86.849
80	0.180	0.467	93.554	86.649
81	0.183	0.468	93.510	86.879
82	0.179	0.394	93.512	88.321
83	0.181	0.417	93.614	87.600
84	0.180	0.431	93.668	87.470
85	0.177	0.439	93.714	86.969
86	0.176	0.431	93.774	87.350
87	0.170	0.393	93.876	87.670
88	0.171	0.455	93.832	86.729
89	0.178	0.461	93.694	86.919
90	0.173	0.449	93.904	86.959
91	0.167	0.429	94.089	87.780
92	0.165	0.418	94.199	87.540
93	0.167	0.471	94.091	86.639
94	0.168	0.422	94.081	87.770
95	0.168	0.418	94.119	87.420
96	0.164	0.405	94.038	87.109
97	0.163	0.429	94.193	87.620
98	0.163	0.436	94.181	87.640
99	0.158	0.422	94.387	87.460
100	0.162	0.424	94.289	87.730
101	0.161	0.449	94.355	86.408
102	0.160	0.405	94.309	88.011
103	0.155	0.408	94.443	88.071
104	0.155	0.464	94.481	87.891
105	0.158	0.463	94.409	86.979
106	0.158	0.375	94.375	88.472
107	0.159	0.435	94.251	87.760
108	0.155	0.497	94.531	86.148
109	0.159	0.404	94.293	87.821
110	0.152	0.426	94.511	87.790
111	0.147	0.492	94.818	87.500
112	0.151	0.400	94.686	88.512
113	0.148	0.436	94.712	88.361
114	0.148	0.455	94.776	87.210
115	0.150	0.477	94.692	86.619
116	0.149	0.404	94.724	88.001
117	0.146	0.449	94.824	87.560
118	0.142	0.423	94.864	88.171
119	0.141	0.460	94.966	86.709
120	0.148	0.436	94.742	87.550
121	0.150	0.477	94.732	87.200
122	0.143	0.448	94.830	87.310
123	0.140	0.435	94.960	87.750
124	0.137	0.423	95.160	88.301
125	0.139	0.422	95.048	87.320
126	0.141	0.454	95.040	86.729
127	0.133	0.431	95.276	87.770
128	0.135	0.409	95.282	87.871
129	0.138	0.451	95.182	87.620
130	0.140	0.446	95.032	87.460
131	0.135	0.412	95.282	87.921
132	0.138	0.452	95.104	87.811
133	0.129	0.405	95.467	88.522
134	0.134	0.402	95.234	88.762
135	0.135	0.429	95.180	88.371
136	0.137	0.509	95.142	86.909
137	0.138	0.414	95.066	88.281
138	0.133	0.454	95.198	87.380
139	0.127	0.454	95.489	87.169
140	0.128	0.412	95.477	88.251
141	0.127	0.503	95.497	86.679
142	0.127	0.439	95.393	87.921
143	0.130	0.424	95.375	88.011
144	0.132	0.448	95.413	87.951
145	0.124	0.448	95.551	87.400
146	0.130	0.406	95.335	88.562
147	0.118	0.408	95.837	88.391
148	0.124	0.451	95.697	87.710
149	0.124	0.399	95.593	88.572
150	0.123	0.431	95.623	87.981
151	0.130	0.482	95.427	87.190
152	0.129	0.407	95.417	87.861
153	0.125	0.437	95.619	88.021
154	0.120	0.406	95.827	88.752
155	0.117	0.427	95.763	88.211
156	0.120	0.425	95.735	88.371
157	0.117	0.398	95.942	88.582
158	0.123	0.483	95.673	86.979
159	0.121	0.407	95.719	88.782
160	0.121	0.459	95.745	88.381
161	0.120	0.352	95.681	89.373
162	0.117	0.426	95.889	87.740
163	0.117	0.419	95.839	88.351
164	0.120	0.479	95.793	87.019
165	0.115	0.454	95.986	88.131
166	0.119	0.444	95.799	87.520
167	0.115	0.419	96.036	88.051
168	0.113	0.456	96.028	87.780
169	0.112	0.425	95.952	88.331
170	0.112	0.413	96.048	88.452
171	0.124	0.430	95.579	87.921
172	0.119	0.453	95.865	87.430
173	0.119	0.414	95.793	87.901
174	0.117	0.411	95.799	87.981
175	0.122	0.414	95.689	88.592
176	0.114	0.427	96.008	88.331
177	0.111	0.430	96.120	88.191
178	0.113	0.400	96.040	88.391
179	0.119	0.437	95.731	87.350
180	0.119	0.495	95.671	86.819
181	0.118	0.429	95.907	88.211
182	0.112	0.411	96.046	88.732
183	0.112	0.396	95.992	88.722
184	0.109	0.419	96.188	88.061
185	0.113	0.442	95.905	87.129
186	0.111	0.421	96.010	88.401
187	0.118	0.458	95.787	87.520
188	0.117	0.402	95.859	88.361
189	0.115	0.414	95.962	88.472
190	0.111	0.465	96.132	87.129
191	0.116	0.402	95.911	88.462
192	0.118	0.407	95.793	88.552
193	0.114	0.421	96.040	88.341
194	0.109	0.403	96.094	88.442
195	0.105	0.430	96.346	88.061
196	0.112	0.479	96.074	88.011
197	0.116	0.420	95.968	87.941
198	0.113	0.419	96.008	88.281
199	0.114	0.395	95.990	88.361
200	0.113	0.411	96.068	88.331
201	0.109	0.456	96.190	88.321
202	0.110	0.408	96.142	88.241
203	0.110	0.493	96.092	87.540
204	0.111	0.431	96.038	87.921
205	0.112	0.436	96.082	87.911
206	0.110	0.417	96.190	88.462
207	0.115	0.398	95.954	88.682
208	0.111	0.439	96.058	88.251
209	0.110	0.452	96.098	87.931
210	0.113	0.431	96.056	87.800
211	0.111	0.421	96.138	87.500
212	0.101	0.440	96.472	87.570
213	0.111	0.384	96.202	88.972
214	0.109	0.485	96.120	87.560
215	0.103	0.418	96.358	87.901
216	0.104	0.423	96.386	88.321
217	0.102	0.437	96.424	88.031
218	0.103	0.392	96.392	88.822
219	0.102	0.467	96.542	87.831
220	0.109	0.474	96.214	86.759
221	0.106	0.478	96.316	86.969
222	0.103	0.398	96.312	88.812
223	0.099	0.440	96.607	87.991
224	0.106	0.417	96.278	88.462
225	0.105	0.432	96.348	88.421
226	0.104	0.409	96.272	88.191
227	0.102	0.400	96.392	88.321
228	0.102	0.457	96.436	87.710
229	0.106	0.395	96.260	88.782
230	0.108	0.440	96.146	88.171
231	0.098	0.451	96.577	87.300
232	0.099	0.387	96.528	89.052
233	0.096	0.415	96.627	88.321
234	0.102	0.407	96.442	88.271
235	0.100	0.407	96.510	88.912
236	0.102	0.491	96.312	86.749
237	0.103	0.451	96.448	87.590
238	0.097	0.396	96.633	88.902
239	0.102	0.412	96.426	88.431
240	0.103	0.449	96.432	87.340
241	0.106	0.421	96.304	87.851
242	0.099	0.396	96.474	88.682
243	0.099	0.416	96.518	88.211
244	0.097	0.405	96.569	88.802
245	0.096	0.409	96.679	89.313
246	0.092	0.445	96.859	88.391
247	0.099	0.459	96.526	87.921
248	0.099	0.406	96.488	88.682
249	0.099	0.414	96.514	88.221
250	0.093	0.396	96.723	88.271
251	0.093	0.421	96.745	89.042
252	0.094	0.505	96.717	87.210
253	0.093	0.429	96.721	88.492
254	0.099	0.439	96.542	87.811
255	0.093	0.409	96.691	88.361
256	0.100	0.489	96.442	86.619
257	0.095	0.434	96.683	87.630
258	0.094	0.384	96.721	89.263
259	0.090	0.399	96.869	88.642
260	0.094	0.418	96.685	88.231
261	0.091	0.443	96.811	88.311
262	0.089	0.404	96.911	88.452
263	0.091	0.431	96.795	88.381
264	0.091	0.421	96.869	88.642
265	0.090	0.407	96.885	89.012
266	0.091	0.421	96.887	88.251
267	0.091	0.424	96.741	88.071
268	0.093	0.437	96.813	88.892
269	0.089	0.425	96.887	88.592
270	0.089	0.432	96.887	88.572
271	0.093	0.403	96.787	88.682
272	0.097	0.437	96.540	88.732
273	0.091	0.376	96.813	88.952
274	0.088	0.464	96.885	88.071
275	0.091	0.464	96.899	87.370
276	0.092	0.483	96.785	87.520
277	0.090	0.481	96.847	87.550
278	0.090	0.453	96.951	88.512
279	0.086	0.402	97.051	88.482
280	0.086	0.435	97.023	88.592
281	0.090	0.420	96.877	88.462
282	0.084	0.456	97.095	87.680
283	0.083	0.437	97.085	88.281
284	0.083	0.439	97.198	88.121
285	0.083	0.485	97.073	87.370
286	0.089	0.403	96.939	88.532
287	0.085	0.478	97.027	86.839
288	0.085	0.414	97.101	88.101
289	0.088	0.456	96.941	88.211
290	0.087	0.415	97.029	87.881
291	0.082	0.408	97.145	89.313
292	0.085	0.467	96.929	87.600
293	0.085	0.379	97.055	88.902
294	0.084	0.412	97.105	88.542
295	0.081	0.401	97.230	88.572
296	0.082	0.368	97.163	89.253
297	0.085	0.396	97.037	88.141
298	0.082	0.370	97.163	89.203
299	0.083	0.432	97.075	88.872
300	0.081	0.370	97.196	89.503
301	0.084	0.450	97.131	87.871
302	0.083	0.417	97.133	89.042
303	0.082	0.424	97.119	88.121
304	0.081	0.417	97.224	88.792
305	0.079	0.473	97.286	87.270
306	0.081	0.456	97.210	88.101
