0	2.003	1.815	26.607	33.544
1	1.750	1.695	35.280	37.620
2	1.619	1.532	40.026	43.379
3	1.520	1.462	44.123	46.394
4	1.434	1.371	47.957	50.120
5	1.363	1.285	50.415	53.155
6	1.300	1.279	53.035	53.856
7	1.242	1.232	55.280	55.980
8	1.193	1.158	57.240	58.153
9	1.154	1.161	58.770	58.193
10	1.112	1.246	60.136	57.011
11	1.079	1.055	61.563	61.879
12	1.040	1.028	62.939	62.981
13	1.017	1.014	63.620	63.462
14	0.990	1.015	64.742	63.522
15	0.959	0.987	65.847	65.124
16	0.944	0.967	66.486	65.565
17	0.915	0.958	67.628	66.556
18	0.895	0.948	68.253	66.927
19	0.877	0.924	68.900	66.967
20	0.863	0.907	69.385	68.289
21	0.846	0.938	69.974	67.778
22	0.825	0.883	70.779	69.101
23	0.819	0.915	71.102	67.768
24	0.808	0.839	71.392	70.052
25	0.789	0.788	72.031	72.336
26	0.787	0.841	72.183	70.773
27	0.765	0.905	72.945	69.281
28	0.763	0.851	72.915	70.403
29	0.758	0.958	73.301	67.358
30	0.746	0.798	73.660	72.636
31	0.739	1.019	73.810	66.126
32	0.733	0.899	73.910	69.311
33	0.727	0.879	74.235	70.272
34	0.716	0.813	74.776	71.865
35	0.712	0.824	74.902	71.845
36	0.699	0.801	75.493	71.945
37	0.702	0.803	75.467	72.416
38	0.696	0.814	75.479	72.175
39	0.683	0.728	76.006	75.040
40	0.675	0.736	76.370	74.559
41	0.679	0.699	76.166	75.701
42	0.664	0.827	76.587	71.474
43	0.665	0.792	76.414	73.438
44	0.661	0.794	76.881	72.736
45	0.653	0.723	77.222	75.511
46	0.643	0.846	77.278	70.713
47	0.647	0.704	77.318	75.260
48	0.636	0.766	77.794	73.618
49	0.634	0.717	77.784	75.060
50	0.626	0.969	78.087	69.231
51	0.621	0.754	78.033	74.269
52	0.618	0.707	78.271	75.591
53	0.609	0.763	78.494	74.529
54	0.613	0.901	78.429	71.094
55	0.604	0.744	78.718	74.369
56	0.598	0.750	79.181	74.089
57	0.601	0.669	78.940	76.603
58	0.593	0.689	79.173	76.613
59	0.591	0.686	79.301	76.823
60	0.595	0.753	79.077	74.599
61	0.596	0.693	79.151	76.082
62	0.582	0.692	79.597	76.532
63	0.580	0.755	79.581	75.200
64	0.578	0.824	79.852	72.186
65	0.582	0.724	79.477	74.800
66	0.570	0.707	80.020	76.052
67	0.568	0.664	80.178	77.163
68	0.566	0.708	80.290	75.711
69	0.563	0.646	80.312	77.774
70	0.566	0.751	80.248	74.990
71	0.568	0.915	80.266	70.613
72	0.557	0.847	80.593	72.175
73	0.557	0.614	80.537	78.706
74	0.556	0.720	80.467	75.651
75	0.565	0.754	80.343	75.691
76	0.558	0.713	80.439	75.751
77	0.555	0.741	80.833	75.521
78	0.558	0.825	80.467	71.975
79	0.548	0.661	80.797	77.013
80	0.545	0.681	80.938	77.424
81	0.544	0.672	80.851	77.654
82	0.542	0.742	80.996	74.810
83	0.540	0.822	81.158	71.855
84	0.546	0.625	80.978	78.456
85	0.537	0.741	81.244	75.471
86	0.537	0.624	81.198	78.425
87	0.541	0.690	81.128	76.703
88	0.536	0.745	81.194	75.230
89	0.542	0.686	80.964	77.304
90	0.535	0.656	81.208	77.364
91	0.534	0.827	81.342	73.377
92	0.536	0.685	81.292	77.334
93	0.535	0.688	81.410	76.763
94	0.531	0.621	81.330	78.526
95	0.528	0.765	81.615	74.069
96	0.533	0.741	81.284	75.521
97	0.525	0.676	81.697	76.402
98	0.523	0.669	81.709	77.063
99	0.526	0.689	81.522	77.063
100	0.514	0.601	82.256	79.667
101	0.521	0.674	81.833	77.304
102	0.523	0.651	81.851	78.065
103	0.518	0.587	81.927	79.637
104	0.517	0.775	81.877	74.730
105	0.515	0.630	81.879	79.097
106	0.516	0.727	82.167	76.162
107	0.517	0.659	81.901	76.573
108	0.510	0.688	82.039	77.224
109	0.522	0.693	81.919	77.063
110	0.513	0.844	82.232	72.175
111	0.519	0.800	81.763	72.596
112	0.517	0.650	81.895	78.055
113	0.514	0.698	82.003	76.442
114	0.509	0.709	82.246	75.341
115	0.510	0.727	82.216	76.613
116	0.517	0.722	82.005	75.931
117	0.509	0.805	82.424	73.818
118	0.511	0.735	82.143	75.831
119	0.507	0.768	82.256	75.441
120	0.506	0.756	82.370	75.321
121	0.506	0.631	82.426	78.776
122	0.510	0.694	82.234	77.734
123	0.502	0.679	82.540	76.763
124	0.507	0.715	82.286	76.432
125	0.511	0.798	82.212	74.219
126	0.501	0.622	82.672	78.816
127	0.504	0.603	82.356	79.677
128	0.506	0.671	82.324	77.935
129	0.502	0.604	82.392	80.018
130	0.505	0.674	82.300	77.003
131	0.510	0.655	82.262	77.714
132	0.499	0.617	82.612	78.746
133	0.496	0.699	82.756	76.903
134	0.498	0.841	82.514	72.025
135	0.498	0.888	82.833	71.715
136	0.495	0.630	82.674	79.167
137	0.500	0.705	82.544	76.943
138	0.499	0.596	82.578	79.718
139	0.494	0.826	82.610	73.498
140	0.498	0.791	82.452	73.848
141	0.500	0.550	82.514	80.509
142	0.505	0.661	82.372	77.424
143	0.488	0.593	82.957	79.818
144	0.492	0.760	82.702	76.182
145	0.496	0.672	82.660	77.274
146	0.491	0.695	82.772	76.593
147	0.494	0.773	82.640	74.649
148	0.497	0.667	82.498	77.264
149	0.487	0.681	82.907	76.863
150	0.489	0.585	82.867	80.409
151	0.491	0.664	82.899	77.794
152	0.489	0.602	82.891	79.567
153	0.491	0.635	82.889	77.985
154	0.492	0.625	82.724	78.425
155	0.493	0.681	82.582	77.935
156	0.484	0.793	82.939	71.905
157	0.496	0.621	82.620	79.046
158	0.488	0.736	82.877	76.813
159	0.482	0.661	83.153	77.804
160	0.487	0.788	83.157	74.649
161	0.481	0.583	83.083	80.018
162	0.485	0.666	83.139	77.845
163	0.489	0.657	82.899	78.195
164	0.487	0.748	83.019	75.581
165	0.481	0.598	83.149	79.748
166	0.480	0.836	83.401	72.496
167	0.478	0.769	83.241	74.619
168	0.484	0.676	83.069	77.013
169	0.475	0.649	83.285	78.706
170	0.482	0.669	83.169	76.693
171	0.482	0.651	83.143	77.504
172	0.483	0.700	83.081	76.552
173	0.485	0.546	83.167	80.990
174	0.472	0.643	83.544	77.784
175	0.482	0.688	83.345	76.843
176	0.481	0.579	83.383	80.339
177	0.477	0.701	83.329	76.963
178	0.478	0.622	83.325	78.516
179	0.482	0.681	83.313	77.895
180	0.472	0.733	83.327	75.331
181	0.478	0.603	83.259	79.347
182	0.481	0.628	83.165	79.187
183	0.474	0.645	83.498	78.405
184	0.469	0.715	83.602	75.952
185	0.475	0.588	83.462	80.258
186	0.475	0.579	83.233	80.379
187	0.473	0.629	83.632	78.436
188	0.478	0.660	83.221	77.394
189	0.473	0.690	83.446	77.494
190	0.473	0.619	83.444	79.567
191	0.476	0.716	83.319	76.402
192	0.476	0.834	83.381	72.336
193	0.473	0.623	83.419	78.486
194	0.472	0.587	83.682	79.768
195	0.470	0.571	83.560	80.609
196	0.474	0.610	83.498	79.167
197	0.474	0.681	83.436	77.384
198	0.474	0.985	83.456	70.413
199	0.475	0.608	83.243	79.537
200	0.473	0.564	83.488	80.789
201	0.464	0.607	83.802	79.798
202	0.469	0.628	83.674	78.626
203	0.459	0.733	83.970	75.982
204	0.467	0.613	83.680	79.507
205	0.471	0.715	83.524	76.843
206	0.464	0.714	83.818	76.733
207	0.464	0.532	83.766	81.571
208	0.470	0.634	83.646	78.235
209	0.468	0.646	83.714	77.764
210	0.471	0.768	83.624	74.910
211	0.467	0.848	83.704	73.458
212	0.465	0.816	83.640	73.508
213	0.462	0.696	83.788	77.454
214	0.466	0.616	83.564	80.198
215	0.462	0.564	84.008	80.679
216	0.464	0.643	83.776	78.746
217	0.462	0.890	83.656	70.984
218	0.467	0.671	83.660	77.103
219	0.464	0.673	83.770	77.885
220	0.462	0.587	83.840	80.048
221	0.464	0.708	83.700	77.594
222	0.459	0.639	83.934	78.275
223	0.460	0.634	83.910	78.496
224	0.460	0.785	83.748	74.950
225	0.456	0.633	83.994	78.646
226	0.462	0.634	83.950	78.516
227	0.464	0.561	83.848	80.579
228	0.455	0.681	84.091	76.913
229	0.461	0.663	83.872	78.075
230	0.453	0.585	84.335	80.248
231	0.455	0.683	84.014	78.005
232	0.462	0.714	83.860	76.242
233	0.455	0.933	84.149	69.732
234	0.462	0.634	83.846	78.365
235	0.454	0.734	84.191	75.541
236	0.456	0.662	84.137	77.855
237	0.457	0.598	83.942	79.958
238	0.454	0.680	84.251	78.005
239	0.454	0.711	84.167	76.262
240	0.455	0.578	84.149	80.138
241	0.455	0.627	84.247	78.866
242	0.453	1.075	83.996	68.329
243	0.456	0.635	84.050	78.976
244	0.456	0.584	84.113	79.357
245	0.452	0.751	84.133	76.502
246	0.453	0.702	84.135	76.843
247	0.450	0.716	84.431	76.973
248	0.455	0.562	84.159	80.559
249	0.454	0.571	84.115	80.879
250	0.450	0.667	84.259	78.265
251	0.448	0.665	84.147	77.574
252	0.446	0.586	84.301	80.409
253	0.449	0.614	84.165	79.567
254	0.448	0.686	84.287	76.983
255	0.454	1.055	84.143	69.661
256	0.452	0.577	84.175	80.649
257	0.452	0.539	84.289	81.330
258	0.451	0.606	84.247	79.547
259	0.444	0.605	84.417	78.986
260	0.449	0.590	84.307	80.168
261	0.441	0.623	84.521	79.537
262	0.444	0.649	84.599	78.796
263	0.441	0.576	84.503	80.439
264	0.447	0.604	84.453	79.107
265	0.443	0.776	84.537	75.751
266	0.445	0.715	84.435	75.821
267	0.442	0.556	84.505	80.569
268	0.445	0.998	84.387	70.142
269	0.443	0.613	84.641	80.188
270	0.447	0.527	84.275	82.602
271	0.451	0.871	84.099	74.990
272	0.446	0.591	84.337	79.998
273	0.450	0.689	84.233	77.153
274	0.438	0.532	84.690	81.941
275	0.440	0.604	84.599	79.597
276	0.439	0.562	84.766	81.020
277	0.441	0.708	84.555	77.374
278	0.439	0.571	84.828	80.759
279	0.438	0.654	84.708	78.476
280	0.440	0.584	84.663	79.898
281	0.443	0.700	84.413	76.723
282	0.436	0.792	84.776	74.589
283	0.434	0.583	84.970	80.108
284	0.437	0.603	84.690	79.637
285	0.443	0.571	84.601	80.799
286	0.437	0.656	84.647	78.035
287	0.441	0.770	84.505	74.770
288	0.436	0.650	84.688	78.836
289	0.432	0.620	85.160	78.446
290	0.435	0.602	84.758	79.046
291	0.435	0.595	84.716	80.088
292	0.432	0.677	84.724	77.985
293	0.436	0.643	84.824	78.536
294	0.437	0.741	84.798	75.030
295	0.440	0.699	84.571	76.873
296	0.438	0.514	84.792	82.522
297	0.436	0.664	84.621	77.544
298	0.431	0.802	85.032	75.531
299	0.434	0.650	84.922	78.425
300	0.421	0.717	85.206	77.053
301	0.431	0.596	84.944	80.679
302	0.434	0.668	84.936	77.404
303	0.431	0.617	84.954	78.415
304	0.430	0.708	84.916	76.863
305	0.431	0.569	84.834	80.308
306	0.426	0.670	85.026	77.975
307	0.426	0.653	85.096	78.355
308	0.423	0.579	85.224	80.288
309	0.430	0.664	84.968	78.225
310	0.429	0.680	85.046	77.424
311	0.422	0.578	85.276	80.078
312	0.419	0.626	85.475	79.307
313	0.426	0.696	85.084	76.562
314	0.429	0.578	84.936	80.329
315	0.423	0.757	85.399	75.591
316	0.416	0.547	85.294	81.370
317	0.427	0.542	84.906	81.150
318	0.422	0.615	85.296	79.277
319	0.427	0.645	84.990	77.043
320	0.423	0.621	85.232	79.187
