0	2.012	1.818	26.132	32.302
1	1.743	1.677	34.804	37.810
2	1.613	1.536	40.369	43.670
3	1.523	1.487	44.209	46.054
4	1.432	1.484	47.738	45.423
5	1.352	1.301	50.789	53.235
6	1.282	1.282	53.886	53.916
7	1.241	1.272	55.407	54.377
8	1.185	1.172	57.362	57.452
9	1.139	1.085	59.105	60.968
10	1.110	1.072	60.278	61.158
11	1.070	1.054	61.899	62.800
12	1.042	1.163	62.774	59.265
13	1.011	1.030	64.062	63.862
14	0.988	0.996	64.970	65.024
15	0.958	1.021	66.064	64.894
16	0.938	0.949	66.480	67.308
17	0.906	0.965	67.859	67.097
18	0.889	1.023	68.462	64.824
19	0.871	0.907	69.000	69.331
20	0.845	0.975	70.162	67.949
21	0.833	1.042	70.433	65.755
22	0.816	1.076	71.064	65.765
23	0.797	0.860	71.675	70.202
24	0.787	0.873	72.262	70.873
25	0.778	0.861	72.590	71.094
26	0.763	0.815	73.095	71.955
27	0.751	0.970	73.662	68.089
28	0.748	0.868	73.674	70.994
29	0.735	0.814	74.295	72.025
30	0.723	0.780	74.365	73.618
31	0.720	0.865	74.673	70.543
32	0.702	0.816	75.290	72.656
33	0.702	0.779	75.138	73.678
34	0.699	0.885	75.533	70.533
35	0.688	0.956	75.879	68.900
36	0.682	0.845	76.066	72.636
37	0.667	0.761	76.494	74.309
38	0.669	0.808	76.484	72.977
39	0.660	0.729	76.945	74.840
40	0.652	0.750	77.322	74.700
41	0.648	0.720	77.404	75.391
42	0.647	0.808	77.530	73.267
43	0.635	0.686	77.845	76.593
44	0.631	0.698	77.977	76.603
45	0.627	0.770	78.011	73.648
46	0.621	0.686	78.271	76.833
47	0.621	0.713	78.255	74.669
48	0.620	0.682	78.359	76.703
49	0.606	0.741	78.880	75.701
50	0.604	0.658	78.894	77.153
51	0.599	0.685	79.069	75.942
52	0.598	0.656	79.111	77.574
53	0.596	0.620	79.050	78.516
54	0.589	0.618	79.227	78.986
55	0.588	0.734	79.379	75.070
56	0.586	0.678	79.641	77.254
57	0.580	0.669	79.772	77.324
58	0.575	0.704	80.034	76.142
59	0.576	0.683	79.744	77.123
60	0.575	0.706	79.926	76.512
61	0.567	0.635	80.288	77.634
