Namespace(arch='resnet20_1w1a', workers=4, epochs=1000, warm_up_epochs=16, start_epoch=0, batch_size=256, lr=0.1, momentum=0.9, weight_decay=0.0001, num_classes=10, seed=0, dynamic_range=[0.8, 0.0], resume='', evaluate=False, Use_tSNE=True, save_dir='saveModel-006', print_freq=200, save_every=200)
Epoch	train_loss	val_loss	train_acc	val_acc	
413	0.381	0.488	86.639	83.714
414	0.377	0.579	86.847	80.769
415	0.373	0.578	87.041	80.629
416	0.379	0.724	86.607	78.265
417	0.378	0.552	86.795	81.991
418	0.372	0.481	87.081	83.494
419	0.369	0.595	87.119	80.248
420	0.375	0.500	86.967	83.644
421	0.373	0.532	86.867	82.492
422	0.379	0.595	86.791	81.340
423	0.376	0.668	86.939	78.265
424	0.377	0.577	86.747	81.070
425	0.379	0.604	86.837	80.319
426	0.371	0.536	86.845	82.121
427	0.374	0.651	86.847	79.467
428	0.373	0.742	87.053	76.442
429	0.374	0.500	86.945	83.223
430	0.374	0.533	86.937	81.621
431	0.377	0.806	86.831	75.471
432	0.380	0.484	86.647	83.674
433	0.370	0.949	86.947	73.518
434	0.378	0.582	86.847	81.190
435	0.375	0.532	86.827	82.121
436	0.374	0.501	86.867	82.823
437	0.369	0.537	87.204	82.282
438	0.370	0.527	86.905	81.520
439	0.365	0.566	87.147	81.360
440	0.372	0.583	87.013	80.789
441	0.368	0.550	87.093	82.282
442	0.372	0.578	87.027	81.100
443	0.372	0.562	86.997	81.200
444	0.371	0.671	86.881	78.876
445	0.368	0.554	87.023	81.100
446	0.370	0.626	86.987	79.567
447	0.368	0.521	87.081	82.772
448	0.366	0.517	86.911	82.121
449	0.371	0.566	87.023	80.889
450	0.372	0.565	86.957	82.442
451	0.369	0.571	87.055	80.819
452	0.367	0.517	87.069	82.782
453	0.365	0.469	87.043	84.095
454	0.362	0.584	87.320	81.270
455	0.368	0.564	87.256	81.370
456	0.362	0.540	87.352	81.801
457	0.366	0.562	87.101	81.390
458	0.360	0.520	87.282	82.262
459	0.368	0.617	87.163	79.367
460	0.369	0.556	87.023	82.011
461	0.365	0.486	87.246	83.423
462	0.361	0.503	87.264	83.303
463	0.364	0.547	87.302	81.440
464	0.366	0.551	87.147	82.061
465	0.361	0.692	87.232	78.556
466	0.366	0.576	87.101	81.160
467	0.360	0.557	87.380	81.480
468	0.366	0.480	87.003	83.624
469	0.358	0.601	87.416	80.238
470	0.356	0.708	87.412	78.025
471	0.358	0.564	87.424	81.220
472	0.358	0.599	87.374	80.719
473	0.364	0.598	87.342	79.838
474	0.358	0.478	87.414	83.464
475	0.361	0.490	87.284	83.514
476	0.358	0.935	87.320	72.997
477	0.363	0.538	87.224	82.111
478	0.356	0.529	87.450	82.031
479	0.356	0.497	87.390	83.794
480	0.359	0.705	87.418	78.576
481	0.355	0.537	87.468	81.480
482	0.354	0.753	87.722	77.404
483	0.358	0.549	87.348	82.021
484	0.353	0.587	87.492	80.809
485	0.362	0.483	87.292	83.464
486	0.354	0.561	87.520	81.110
487	0.356	0.515	87.432	83.153
488	0.357	0.446	87.374	84.615
489	0.362	0.613	87.332	79.698
490	0.351	0.501	87.568	83.223
491	0.357	0.579	87.686	80.869
492	0.353	0.540	87.558	81.821
493	0.354	0.522	87.640	82.212
494	0.355	0.586	87.564	81.200
495	0.355	0.510	87.526	83.013
496	0.356	0.556	87.420	82.071
497	0.347	0.503	87.873	82.873
498	0.348	0.471	87.690	83.433
499	0.353	0.580	87.644	80.909
500	0.350	0.541	87.676	82.853
501	0.348	0.601	87.817	79.908
502	0.345	0.474	87.752	84.004
503	0.350	0.495	87.558	83.263
504	0.352	0.508	87.678	82.722
505	0.352	0.617	87.626	80.038
506	0.351	0.603	87.596	80.419
507	0.352	0.524	87.552	82.272
508	0.350	0.579	87.802	80.899
509	0.348	0.628	87.588	78.476
510	0.350	0.460	87.688	84.195
511	0.348	0.482	87.718	83.884
512	0.351	0.565	87.724	81.200
513	0.344	0.507	87.933	82.933
514	0.346	0.582	87.855	80.008
515	0.345	0.693	87.873	78.165
516	0.350	0.522	87.770	82.342
517	0.351	0.623	87.686	79.347
518	0.349	0.593	87.736	80.970
519	0.351	0.494	87.742	82.802
520	0.341	0.555	87.895	80.799
521	0.349	0.500	87.835	83.143
522	0.340	0.567	88.043	81.140
523	0.344	0.520	87.839	82.612
524	0.341	0.510	88.051	82.392
525	0.343	0.512	87.812	82.823
526	0.348	0.474	87.808	83.454
527	0.346	0.524	87.847	81.941
528	0.339	0.473	88.047	83.584
529	0.348	0.492	87.728	83.033
530	0.353	0.497	87.710	83.343
531	0.348	0.580	87.678	80.308
532	0.343	0.494	87.865	83.213
533	0.339	0.605	88.003	80.128
534	0.348	0.437	87.865	84.926
535	0.340	0.568	87.881	80.118
536	0.341	0.562	88.015	81.280
537	0.342	0.659	87.831	78.055
538	0.342	0.542	87.905	81.450
539	0.346	0.449	87.833	84.305
540	0.337	0.477	88.261	84.054
541	0.334	0.567	88.285	80.960
542	0.344	0.464	87.873	83.844
543	0.337	0.597	88.155	80.088
544	0.341	0.460	88.095	83.694
545	0.340	0.482	88.207	83.594
546	0.339	0.447	88.089	84.816
547	0.340	0.508	88.167	83.353
548	0.338	0.504	88.041	82.292
549	0.337	0.496	88.169	82.963
550	0.342	0.563	88.037	81.400
