0	1.953	1.621	30.956	39.613
1	1.600	1.549	41.104	43.219
2	1.469	1.390	46.623	49.139
3	1.345	1.223	51.548	55.829
4	1.259	1.204	55.294	57.542
5	1.148	1.058	59.339	62.029
6	1.064	1.092	62.346	62.019
7	1.014	1.019	64.143	64.683
8	0.960	0.974	66.426	65.745
9	0.912	0.887	67.792	69.441
10	0.855	0.844	69.926	70.954
11	0.824	0.856	71.208	69.962
12	0.756	0.806	73.442	72.947
13	0.720	0.734	74.531	74.639
14	0.682	0.707	75.974	76.162
15	0.636	0.692	77.857	77.123
16	0.606	0.641	78.944	78.095
17	0.563	0.647	80.210	78.075
18	0.537	0.601	81.168	79.738
19	0.515	0.571	82.015	80.980
20	0.488	0.542	82.804	81.921
21	0.473	0.506	83.361	82.843
22	0.448	0.559	84.333	81.621
23	0.436	0.530	84.722	82.602
24	0.421	0.554	85.110	81.941
25	0.405	0.535	85.745	82.312
26	0.396	0.557	86.104	82.031
27	0.377	0.532	86.745	83.003
28	0.370	0.504	87.063	83.614
29	0.358	0.511	87.314	83.423
30	0.343	0.509	87.855	83.614
31	0.346	0.507	87.756	83.964
32	0.338	0.482	87.991	84.856
33	0.323	0.479	88.357	85.357
34	0.310	0.474	89.008	85.056
35	0.304	0.500	89.032	84.245
36	0.302	0.470	89.307	85.397
37	0.293	0.473	89.698	84.886
38	0.287	0.492	89.838	84.786
39	0.281	0.509	90.134	84.315
40	0.277	0.451	90.086	86.038
41	0.270	0.483	90.559	85.577
42	0.270	0.466	90.399	85.867
43	0.262	0.487	90.589	84.906
44	0.252	0.486	91.040	85.587
45	0.247	0.451	91.164	85.988
46	0.243	0.502	91.446	85.046
47	0.242	0.459	91.350	85.927
48	0.237	0.446	91.595	86.528
49	0.229	0.448	91.849	87.119
50	0.227	0.450	91.835	86.078
51	0.224	0.461	92.183	86.048
52	0.219	0.453	92.179	86.749
53	0.213	0.470	92.494	86.508
54	0.212	0.438	92.448	87.129
55	0.209	0.446	92.498	86.619
56	0.204	0.447	92.640	86.949
57	0.204	0.444	92.758	87.330
58	0.199	0.453	92.895	86.689
59	0.200	0.414	92.905	87.961
60	0.187	0.420	93.357	88.211
61	0.196	0.432	92.953	87.310
62	0.195	0.457	93.155	86.969
63	0.192	0.475	93.121	86.478
64	0.188	0.452	93.327	87.159
65	0.184	0.407	93.349	87.961
66	0.186	0.466	93.429	86.108
67	0.177	0.426	93.642	87.670
68	0.176	0.441	93.652	87.490
69	0.180	0.489	93.502	85.717
70	0.179	0.412	93.624	88.171
71	0.173	0.474	93.846	86.168
72	0.171	0.439	93.780	87.590
73	0.173	0.411	93.842	88.161
74	0.166	0.403	93.942	88.502
75	0.166	0.448	93.990	86.889
76	0.161	0.532	94.179	86.108
77	0.165	0.431	94.062	87.270
78	0.167	0.444	94.123	87.490
79	0.170	0.453	93.916	86.899
80	0.163	0.388	94.217	88.712
81	0.159	0.413	94.265	87.871
