0	1.929	1.572	31.565	42.228
1	1.560	1.405	42.518	48.518
2	1.419	1.303	48.077	51.883
3	1.302	1.304	53.111	54.247
4	1.207	1.111	56.853	60.317
5	1.119	1.127	59.994	60.317
6	1.054	0.948	62.909	65.525
7	0.998	0.967	64.930	66.486
8	0.931	0.936	67.226	67.849
9	0.888	0.862	68.662	70.483
10	0.841	0.895	70.511	69.381
11	0.788	0.866	72.478	70.873
12	0.752	0.793	73.506	73.668
13	0.711	0.889	75.012	71.544
14	0.675	0.678	76.276	77.474
15	0.639	0.724	77.522	75.731
16	0.606	0.670	78.934	78.165
17	0.570	0.743	80.174	76.382
18	0.533	0.688	81.370	78.065
19	0.510	0.718	82.218	76.893
20	0.486	0.598	83.025	80.799
21	0.473	0.740	83.367	77.123
22	0.452	0.711	84.077	77.955
23	0.439	0.654	84.559	79.657
24	0.424	0.594	85.122	81.070
25	0.410	0.594	85.837	81.330
26	0.399	0.565	85.996	82.592
27	0.387	0.588	86.470	81.540
28	0.376	0.529	86.833	82.963
29	0.367	0.662	87.019	80.549
30	0.353	0.607	87.698	81.701
31	0.350	0.571	87.754	82.883
32	0.337	0.577	88.205	82.662
33	0.338	0.609	88.201	81.991
34	0.327	0.588	88.518	82.923
35	0.325	0.540	88.602	83.644
36	0.319	0.594	88.806	82.332
37	0.312	0.594	88.994	82.572
38	0.307	0.547	89.251	83.494
39	0.302	0.472	89.449	85.457
40	0.298	0.625	89.413	81.801
41	0.299	0.466	89.391	85.487
42	0.287	0.537	89.898	83.804
43	0.286	0.533	89.920	84.225
44	0.283	0.502	90.008	84.645
45	0.280	0.551	90.236	84.105
46	0.279	0.530	90.166	84.054
47	0.277	0.486	90.192	85.246
48	0.272	0.500	90.431	85.136
49	0.268	0.455	90.639	85.787
50	0.271	0.446	90.431	85.777
51	0.258	0.472	90.859	84.956
52	0.261	0.440	90.923	85.657
53	0.264	0.445	90.607	85.958
54	0.257	0.419	90.952	86.038
55	0.259	0.469	90.841	85.206
56	0.256	0.460	90.996	85.827
57	0.252	0.438	91.016	85.968
58	0.249	0.449	91.216	85.597
59	0.252	0.486	91.192	85.697
60	0.251	0.474	91.184	84.726
61	0.247	0.433	91.276	86.128
62	0.246	0.491	91.240	84.856
63	0.235	0.445	91.743	85.747
64	0.237	0.486	91.651	85.367
65	0.245	0.406	91.414	86.799
66	0.235	0.392	91.735	86.959
67	0.239	0.477	91.518	84.706
68	0.235	0.419	91.761	85.958
69	0.235	0.448	91.769	84.986
70	0.232	0.517	91.775	84.075
71	0.230	0.423	91.747	86.158
72	0.230	0.405	91.835	86.949
73	0.234	0.429	91.729	86.418
74	0.229	0.409	91.837	87.811
75	0.230	0.455	91.831	85.417
76	0.220	0.485	92.264	85.266
77	0.223	0.398	92.029	86.699
78	0.230	0.391	91.953	86.849
79	0.217	0.397	92.300	87.600
80	0.218	0.407	92.214	87.159
81	0.214	0.400	92.460	87.400
82	0.218	0.404	92.318	87.350
83	0.215	0.522	92.356	84.465
84	0.219	0.488	92.250	84.816
85	0.216	0.407	92.424	87.330
86	0.214	0.447	92.472	85.948
87	0.215	0.448	92.434	85.707
88	0.210	0.391	92.586	87.310
89	0.208	0.383	92.628	87.450
90	0.210	0.457	92.578	85.417
91	0.208	0.429	92.614	86.579
92	0.204	0.380	92.748	87.680
93	0.204	0.492	92.726	85.747
94	0.206	0.385	92.863	87.460
95	0.204	0.463	92.706	85.517
